y,x,osmid,highway,address,ref
1.4185265,103.903634,5218807961,,"Northshore Link, Punggol, Northeast, 824409, Singapore",
1.4184848,103.9035486,5218807962,,"Northshore Drive, Punggol, Northeast, 824409, Singapore",
1.4186439,103.903966,5218807960,,"Punggol, Northeast, 824409, Singapore",
1.4184448,103.9067667,5218807965,traffic_signals,"Northshore Crescent, Punggol, Northeast, 822411, Singapore",
1.4174898,103.9043865,5218807982,,"Punggol Way, Punggol, Northeast, 823408, Singapore",
1.417605,103.9040382,5218807989,,"Northshore Link, Punggol, Northeast, 823408, Singapore",
1.4176033,103.9041278,5218807988,,"Northshore Link, Punggol, Northeast, 823408, Singapore",
1.4171285,103.9036517,5218807995,,"Punggol Way, Punggol, Northeast, 823408, Singapore",
1.4174097,103.9041418,5218807996,,"Punggol Way, Punggol, Northeast, 823408, Singapore",
1.4185623,103.9035054,5218807997,,"Northshore Waterfront, 419D, Northshore Drive, Punggol, Northeast, 824419, Singapore",
1.417028,103.9043337,5218808001,,"Punggol Seventeenth Avenue, Punggol, Northeast, 823408, Singapore",
1.4170186,103.9044218,5218808002,,"Punggol Seventeenth Avenue, Punggol, Northeast, 823408, Singapore",
1.4172626,103.904211,5218808008,,"Punggol Seventeenth Avenue, Punggol, Northeast, 823408, Singapore",
1.3820591,103.9033601,3106550117,,"116C, Sengkang East Drive, Sengkang, Northeast, 544811, Singapore",
1.4025138,103.9066905,2274881915,,"Punggol Central, Punggol, Northeast, 828713, Singapore",
1.3909173,103.8929037,3063312773,,"Sengkang East Road, Sengkang, Northeast, 540215, Singapore",
1.3887584,103.9237401,5826081188,,"Pasir Ris Industrial Drive 1, Punggol, Northeast, 828869, Singapore",
1.4024165,103.9061699,2274882073,,"Blk 194, Punggol Road, Punggol, Northeast, 820301, Singapore",
1.4025907,103.9060952,2274882083,,"Punggol Road, Punggol, Northeast, 820301, Singapore",
1.3914118,103.9260865,6086062647,,"Lorong Halus, Punggol, Northeast, 828869, Singapore",
1.3909822,103.9011263,3063312955,,"Sengkang East Way, Sengkang, Northeast, 546639, Singapore",
1.3915132,103.9260224,6086062656,,"Pasir Ris Farmway 3, Punggol, Northeast, 828869, Singapore",
1.4024602,103.8994881,2274882120,traffic_signals,"Punggol Field, Punggol, Northeast, 821269, Singapore",
1.3910495,103.893758,3063312994,,"Sengkang, Northeast, 542216, Singapore",
1.3910639,103.9018202,3063312998,,"CHIJ St Joseph's Convent, 62, Sengkang East Way, Sengkang, Northeast, 548595, Singapore",
1.4008299,103.9090579,368898713,traffic_signals,"Blk 193, Edgefield Plains, Punggol, Northeast, 828710, Singapore",
1.4025963,103.8995508,2274882221,traffic_signals,"Punggol Field, Punggol, Northeast, 823272, Singapore",
1.3976914,103.9024351,369177323,,"Blk 204C, Tampines Expressway, Punggol, Northeast, 820136, Singapore",
1.3911164,103.8932835,3063313160,,"Sengkang Square, Sengkang, Northeast, 541216, Singapore",
1.3912334,103.9010062,3063313201,,"381, Lor Buang Kok, Sengkang, Northeast, 546639, Singapore",
1.3912459,103.9002786,3063313215,,"Kinderland, 363,365, Lor Buang Kok, Sengkang, Northeast, 546639, Singapore",
1.4027593,103.9065893,2274882386,,"Blk 602B, Punggol Central, Punggol, Northeast, 820301, Singapore",
1.3914132,103.9031673,3063313260,,"38, Saint Anne's Wood, Punggol, Northeast, 545244, Singapore",
1.3911366,103.9258582,6662812532,,"Lorong Halus, Punggol, Northeast, 828869, Singapore",
1.3911374,103.9263408,6662812538,,"Punggol, Northeast, 828869, Singapore",
1.3916144,103.8931373,3063313299,,"Sengkang East Road, Sengkang, Northeast, 545015, Singapore",
1.4036188,103.8947374,3905778593,traffic_signals,"Sumang Walk, Sengkang, Northeast, 822259, Singapore",
1.3912261,103.8942517,3063313343,,"Sengkang, Northeast, 543216, Singapore",
1.3928444,103.9150269,5218413689,,"Punggol East, Punggol, Northeast, 828824, Singapore",
1.3928318,103.9153849,5218413691,,"Tebing Lane, Punggol, Northeast, 828824, Singapore",
1.3913584,103.9013847,3063313410,,"405, Punggol Road, Sengkang, Northeast, 546646, Singapore",
1.387307,103.9045201,377648142,,"Rivervale Drive, Sengkang, Northeast, 540123, Singapore",
1.4021809,103.8946566,4003656720,traffic_signals,"Matilda Portico, 217B, Sumang Lane, Sengkang, Northeast, 822217, Singapore",
1.4002376,103.89462,369177623,motorway_junction,"Tampines Expressway, Punggol, Northeast, 820212, Singapore",9
1.4021934,103.8945668,4003656731,traffic_signals,"Sumang Walk, Sengkang, Northeast, 822217, Singapore",
1.3885956,103.9059487,377648177,traffic_signals,"Rivervale Drive, Punggol, Northeast, 540143, Singapore",
1.4032316,103.9106328,2274882620,,"Blk 614B, Edgefield Plains, Punggol, Northeast, 823619, Singapore",
1.4030193,103.9059567,2274882621,,"Blk 299, Punggol Central, Punggol, Northeast, 820301, Singapore",
1.3886771,103.9060385,377648202,traffic_signals,"Rivervale Drive, Punggol, Northeast, 540143, Singapore",
1.3915302,103.8979422,3063313529,,"Compassvale Road, Sengkang, Northeast, 540239, Singapore",
1.4148607,103.9044888,368931966,,"St. Francis Xavier Major Seminary, 199, Punggol Seventeenth Avenue, Punggol, Northeast, 829645, Singapore",
1.4166401,103.9054064,368931974,,"Punggol Seventeenth Avenue, Punggol, Northeast, 820410, Singapore",
1.3913614,103.9014772,3063313544,,"Punggol Road, Sengkang, Northeast, 546639, Singapore",
1.3995623,103.8952195,3600774304,,"Tampines Expressway, Sengkang, Northeast, 820221, Singapore",
1.399315,103.896324,3600774305,,"Punggol West Interchange, Sengkang, Northeast, 543287, Singapore",
1.399444,103.8957367,3600774306,traffic_signals,"Punggol Way, Sengkang, Northeast, 820221, Singapore",
1.3914,103.903612,3063313589,,"24, Saint Anne's Wood, Punggol, Northeast, 545244, Singapore",
1.3914277,103.8977931,3063313593,,"Compassvale Road, Sengkang, Northeast, 540239, Singapore",
1.4031212,103.9113762,2274882750,,"Punggol, Northeast, 822619, Singapore",
1.4115093,103.8981571,3905778919,traffic_signals,"Sumang Link, Punggol, Northeast, 822323, Singapore",
1.4114035,103.8981028,3905778920,traffic_signals,"Sumang Walk, Punggol, Northeast, 820322, Singapore",
1.4066191,103.895311,3905778922,traffic_signals,"Punggol Central, Punggol, Northeast, 821256, Singapore",
1.4036059,103.894827,3905778923,traffic_signals,"Punggol Field, Sengkang, Northeast, 820218, Singapore",
1.4032837,103.9108044,2274882854,,"Punggol, Northeast, 822619, Singapore",
1.4167946,103.9056565,368932134,,"Punggol Seventeenth Avenue, Punggol, Northeast, 821410, Singapore",
1.4006262,103.9151658,4504401270,,"Punggol Drive, Punggol, Northeast, 820666, Singapore",
1.401034,103.9150793,4504401272,,"Punggol, Northeast, 820666, Singapore",
1.4010987,103.9150204,4504401275,,"Edgedale Plains, Punggol, Northeast, 820666, Singapore",
1.401068,103.9145951,4504401277,,"Punggol Drive, Punggol, Northeast, 820666, Singapore",
1.3938454,103.9013544,3063313817,,"Punggol Road, Sengkang, Northeast, 543297, Singapore",
1.394902,103.8990209,242955719,traffic_signals,"Compassvale Street, Sengkang, Northeast, 540256, Singapore",
1.4032279,103.9065025,2274883021,,"Punggol Road, Punggol, Northeast, 820301, Singapore",
1.402883,103.8911516,5094913492,,"Sumang Crescent, Sengkang, Northeast, 822229, Singapore",
1.4026597,103.8914234,5094913493,,"Sengkang, Northeast, 822229, Singapore",
1.4192076,103.8930582,1736766942,,"Seletar North Link, Seletar, Singapore, Central, 821415, Singapore",
1.4192787,103.8929146,1736766945,,"Seletar North Link, Seletar, Singapore, Central, 821415, Singapore",
1.3832204,103.8987633,4593677839,,"Punggol Road, Sengkang, Northeast, 541209, Singapore",
1.4063554,103.8976929,368899628,traffic_signals,"Punggol Way, Punggol, Northeast, 821266, Singapore",
1.4060179,103.9007804,368899632,traffic_signals,"Punggol Walk, Punggol, Northeast, 820056, Singapore",
1.4043366,103.9038354,368899633,traffic_signals,"Punggol Place, Punggol, Northeast, 828724, Singapore",
1.4027819,103.9063242,368899634,traffic_signals,"Punggol Central, Punggol, Northeast, 820301, Singapore",
1.4073682,103.9053812,395048534,traffic_signals,"Sentul Crescent, Punggol, Northeast, 828845, Singapore",
1.4059892,103.9077163,395048535,traffic_signals,"Punggol Road, Punggol, Northeast, 820679, Singapore",
1.4036731,103.9109694,395048536,traffic_signals,"Punggol Drive, Punggol, Northeast, 822619, Singapore",
1.4036067,103.9110425,395048575,traffic_signals,"Edgefield Plains, Punggol, Northeast, 821667, Singapore",
1.4036422,103.9106667,2274883199,,"Punggol, Northeast, 822619, Singapore",
1.4008685,103.9148496,395048584,traffic_signals,"Edgedale Plains, Punggol, Northeast, 820666, Singapore",
1.3980268,103.9185566,395048587,traffic_signals,"Punggol East, Punggol, Northeast, 820094, Singapore",
1.397943,103.9186803,395048588,traffic_signals,"Punggol East, Punggol, Northeast, 821653, Singapore",
1.417382,103.9046095,4697831197,,"Punggol Way, Punggol, Northeast, 820410, Singapore",
1.4172897,103.9042735,4697831198,,"Punggol Seventeenth Avenue, Punggol, Northeast, 823408, Singapore",
1.4171205,103.9039082,4697831199,,"Punggol Way, Punggol, Northeast, 820401, Singapore",
1.4127912,103.9009213,4697831205,traffic_signals,"Punggol Way, Punggol, Northeast, 824326, Singapore",
1.4011964,103.8858461,378648373,,"Tampines Expressway, Sengkang, Northeast, 544338, Singapore",
1.4128778,103.9009553,1736652601,traffic_signals,"Punggol Way, Punggol, Northeast, 824326, Singapore",
1.4186744,103.8927969,1736652633,,"Seletar North Link, Seletar, Singapore, Central, 821325, Singapore",
1.4196881,103.8923522,1736652638,,"Seletar North Link, Seletar, Singapore, Central, 821415, Singapore",
1.4013716,103.8858513,378648434,,"Tampines Expressway, Sengkang, Northeast, 544338, Singapore",
1.3930878,103.9074334,4598855717,,"Punggol, Northeast, 540150, Singapore",
1.4160762,103.8944587,3089299557,,"Seletar North Link, Seletar, Singapore, Central, 821325, Singapore",
1.3917592,103.8983144,3063314608,,"Sengkang East Way, Sengkang, Northeast, 540249, Singapore",
1.3919566,103.903671,3063314672,,"60, Saint Anne's Wood, Punggol, Northeast, 540197, Singapore",
1.3919733,103.9031951,3063314687,,"66, Saint Anne's Wood, Punggol, Northeast, 540197, Singapore",
1.3918796,103.9002845,3063314796,,"4, Jalan Merdu, Sengkang, Northeast, 548661, Singapore",
1.3919,103.8976604,3063314827,,"Sengkang East Way, Sengkang, Northeast, 541257, Singapore",
1.3916589,103.8983396,3063314845,,"Sengkang East Way, Sengkang, Northeast, 540239, Singapore",
1.4007321,103.9147505,368900542,traffic_signals,"Punggol Drive, Punggol, Northeast, 823635, Singapore",
1.3916432,103.9123722,5256683763,,"23, Punggol Field Walk, Waterwoods, Punggol, Northeast, 828750, Singapore",
1.3916654,103.9126848,5256683767,,"Punggol Field Walk, Waterwoods, Punggol, Northeast, 828751, Singapore",
1.3919983,103.8976766,3063314975,,"Sengkang East Way, Sengkang, Northeast, 541257, Singapore",
1.4055871,103.9074815,2274884131,,"Punggol Road, Punggol, Northeast, 821679, Singapore",
1.3901313,103.904143,6197639742,,"Punggol, Northeast, 545084, Singapore",
1.3901899,103.9043871,6197639746,,"Punggol, Northeast, 545084, Singapore",
1.4055722,103.9079736,2274884191,,"Blk 612C, Punggol Drive, Punggol, Northeast, 821679, Singapore",
1.3910271,103.9134388,5862767199,,"19, Punggol Field Walk, Waterwoods, Punggol, Northeast, 828748, Singapore",
1.3911788,103.9137044,5862767203,,"Punggol East, Punggol, Northeast, 828753, Singapore",
1.3909848,103.9137358,5862767208,traffic_signals,"Punggol East, Punggol, Northeast, 828753, Singapore",
1.3908634,103.9136474,5862767209,traffic_signals,"Punggol East, Punggol, Northeast, 828749, Singapore",
1.3908147,103.9134234,5862767202,,"Punggol East, Punggol, Northeast, 828749, Singapore",
1.4054585,103.9075586,2274884297,,"Punggol Road, Punggol, Northeast, 821679, Singapore",
1.3865118,103.8941046,4598842419,,"Sengkang East Avenue, Sengkang, Northeast, 540270, Singapore",
1.3918717,103.9008832,3063315328,,"12, Jalan Merdu, Sengkang, Northeast, 548661, Singapore",
1.4057384,103.9080643,2274884501,,"Waterway Brooks, 679A, Punggol Drive, Punggol, Northeast, 821679, Singapore",
1.4059675,103.9009087,2274884591,traffic_signals,"Punggol Central, Punggol, Northeast, 820056, Singapore",
1.4141167,103.9036101,368933876,,"St. Francis Xavier Major Seminary, 199, Punggol Seventeenth Avenue, Punggol, Northeast, 829645, Singapore",
1.4066366,103.8952131,3905780730,traffic_signals,"Punggol Central, Punggol, Northeast, 821256, Singapore",
1.4064904,103.8952909,3905780731,traffic_signals,"Punggol Central, Punggol, Northeast, 821256, Singapore",
1.4065094,103.895186,3905780732,traffic_signals,"Punggol Central, Punggol, Northeast, 821256, Singapore",
1.4037005,103.8947437,3905780733,traffic_signals,"Punggol Field, Sengkang, Northeast, 822259, Singapore",
1.4036896,103.8948381,3905780734,traffic_signals,"Sumang Walk, Sengkang, Northeast, 822259, Singapore",
1.4060506,103.9073345,2274884613,,"Punggol Drive, Punggol, Northeast, 820679, Singapore",
1.3913,103.8930307,375766031,traffic_signals,"Sengkang Square, Sengkang, Northeast, 545015, Singapore",
1.390947,103.8940555,375766074,traffic_signals,"Sengkang Square, Sengkang, Northeast, 542216, Singapore",
1.4062569,103.9078678,2274884670,,"Punggol Road, Punggol, Northeast, 820679, Singapore",
1.3901907,103.896237,375766121,traffic_signals,"Sengkang Square, Sengkang, Northeast, 544755, Singapore",
1.4062428,103.9073543,2274884721,,"Punggol Drive, Punggol, Northeast, 820679, Singapore",
1.3898248,103.8972386,375766139,traffic_signals,"Sengkang Square, Sengkang, Northeast, 544757, Singapore",
1.4061377,103.9079439,2274884735,,"Punggol Road, Punggol, Northeast, 820679, Singapore",
1.4070332,103.905242,2274884761,,"Punggol Place, Punggol, Northeast, 828845, Singapore",
1.4070061,103.9057551,2274884765,,"Fo Guang Shan (Singapore), Punggol Drive, Punggol, Northeast, 828845, Singapore",
1.4071493,103.9058431,2274884789,,"Punggol Drive, Punggol, Northeast, 820679, Singapore",
1.4073569,103.9050972,2274884797,,"Punggol Drive, Punggol, Northeast, 820061, Singapore",
1.4074831,103.905129,2274884815,,"Punggol Drive, Punggol, Northeast, 820061, Singapore",
1.4076498,103.9055053,2274884818,,"Sentul Crescent, Punggol, Northeast, 828845, Singapore",
1.407324,103.9054709,411679955,traffic_signals,"Sentul Crescent, Punggol, Northeast, 828845, Singapore",
1.4059216,103.9078136,411679956,traffic_signals,"Punggol Road, Punggol, Northeast, 820679, Singapore",
1.4008083,103.9149326,411679957,traffic_signals,"Punggol Drive, Punggol, Northeast, 820666, Singapore",
1.4032948,103.8966903,411679959,traffic_signals,"Punggol Field, Punggol, Northeast, 822258, Singapore",
1.4076454,103.9056165,2274884823,,"Sentul Crescent, Punggol, Northeast, 828845, Singapore",
1.4089163,103.9020415,2274884834,,"Punggol Walk, Punggol, Northeast, 821313, Singapore",
1.4032637,103.8968612,411679973,traffic_signals,"Punggol Way, Punggol, Northeast, 820122, Singapore",
1.3983383,103.9072954,411679974,traffic_signals,"Punggol Field, Punggol, Northeast, 820100, Singapore",
1.3952544,103.9108511,411679976,traffic_signals,"Edgedale Plains, Punggol, Northeast, 828848, Singapore",
1.3980309,103.9129379,411679980,traffic_signals,"Punggol Central, Punggol, Northeast, 828730, Singapore",
1.4043804,103.9037633,411679981,traffic_signals,"Punggol Place, Punggol, Northeast, 828724, Singapore",
1.4006718,103.9148335,411679982,traffic_signals,"Edgedale Plains, Punggol, Northeast, 821638, Singapore",
1.4057705,103.9077311,411679983,traffic_signals,"Punggol Drive, Punggol, Northeast, 821679, Singapore",
1.4093231,103.9019195,2274884849,,"Waterway Terraces, 310B, Punggol Walk, Punggol, Northeast, 822310, Singapore",
1.3982345,103.9071445,411679985,traffic_signals,"Punggol Field, Punggol Cove, Punggol, Northeast, 820198, Singapore",
1.3983908,103.9072434,411679986,traffic_signals,"Punggol Field, Punggol, Northeast, 820100, Singapore",
1.3999848,103.9051577,411679988,traffic_signals,"Punggol Road, Punggol, Northeast, 820198, Singapore",
1.3998178,103.9050898,411679989,traffic_signals,"Punggol Field, Punggol, Northeast, 820198, Singapore",
1.4000698,103.9050242,411679990,traffic_signals,"Punggol Field, Punggol, Northeast, 820198, Singapore",
1.4095948,103.9023363,2274884855,,"Sentul Crescent, Punggol, Northeast, 821313, Singapore",
1.409472,103.901895,2274884856,,"Punggol, Northeast, 821313, Singapore",
1.3913408,103.8929123,375766316,traffic_signals,"Sengkang Square, Sengkang, Northeast, 545015, Singapore",
1.4072315,103.9053287,368901446,traffic_signals,"Punggol Place, Punggol, Northeast, 828845, Singapore",
1.4058411,103.9076287,368901452,traffic_signals,"Punggol Road, Punggol, Northeast, 821679, Singapore",
1.4034522,103.910928,368901455,traffic_signals,"Punggol Breeze, 619B, Punggol Drive, Punggol, Northeast, 822619, Singapore",
1.4165532,103.8992599,4604820865,,"Marina Country Club, Northshore Walk, Punggol, Northeast, 820413, Singapore",
1.411188,103.8979708,4604820866,,"Punggol, Northeast, 820322, Singapore",
1.411288,103.8983677,4604820870,,"Punggol, Northeast, 820322, Singapore",
1.4114133,103.8983863,4604820871,,"Punggol, Northeast, 822323, Singapore",
1.4117735,103.8982843,4604820875,,"Punggol, Northeast, 822323, Singapore",
1.3919003,103.8979284,369163840,traffic_signals,"Sengkang East Way, Sengkang, Northeast, 541257, Singapore",
1.3862324,103.9015947,242941536,traffic_signals,"Compassvale Drive, Sengkang, Northeast, 543123, Singapore",
1.4036522,103.8950709,5178392191,,"Sengkang, Northeast, 822259, Singapore",
1.3909671,103.9014441,242941570,traffic_signals,"Sengkang East Way, Sengkang, Northeast, 546639, Singapore",
1.4039893,103.8948543,5178392194,,"Sengkang, Northeast, 822259, Singapore",
1.4039029,103.8947783,5178392195,,"Sumang Walk, Sengkang, Northeast, 822259, Singapore",
1.4037389,103.8944827,5178392199,,"Punggol Field, Sengkang, Northeast, 822227, Singapore",
1.4036446,103.8945508,5178392200,,"Punggol Field, Sengkang, Northeast, 822227, Singapore",
1.4033667,103.8947049,5178392204,,"Sumang Walk, Sengkang, Northeast, 821217, Singapore",
1.4035374,103.8953179,5178392205,,"Sengkang, Northeast, 820218, Singapore",
1.4034067,103.8948023,5178392209,,"U Stars Megamart, 218, Sumang Walk, Sengkang, Northeast, 821217, Singapore",
1.4071957,103.905411,411679984,traffic_signals,"Punggol Place, Punggol, Northeast, 828845, Singapore",
1.3924432,103.915834,1840905884,,"Tebing Lane, Punggol, Northeast, 828824, Singapore",
1.3992664,103.9023044,368918172,,"Blk 204A, Punggol Place, Punggol, Northeast, 820108, Singapore",
1.3937647,103.9011966,242941606,,"Punggol Road, Sengkang, Northeast, 548672, Singapore",
1.4007421,103.901586,368918181,,"Punggol Sails, 208C, Punggol Place, Punggol, Northeast, 823208, Singapore",
1.3931292,103.9152363,1840905904,,"Punggol East, Punggol, Northeast, 828824, Singapore",
1.3941232,103.9013277,242941626,traffic_signals,"Compassvale Street, Sengkang, Northeast, 543297, Singapore",
1.3939332,103.9171349,1840905924,,"Punggol Police Centre, Tebing Lane, Punggol, Northeast, 828836, Singapore",
1.418109,103.9118807,5740855024,traffic_signals,"New Punggol Road, Punggol, Northeast, 820447, Singapore",
1.4181192,103.9117522,5740855029,traffic_signals,"New Punggol Road, Punggol, Northeast, 820447, Singapore",
1.4179983,103.9117363,5740855030,traffic_signals,"Northshore Drive, Punggol, Northeast, 820447, Singapore",
1.4179849,103.9118636,5740855031,traffic_signals,"New Punggol Road, Punggol, Northeast, 820447, Singapore",
1.3965386,103.9033475,242941694,traffic_signals,"Punggol Road, Punggol, Northeast, 820136, Singapore",
1.3921061,103.8979907,3063316239,,"257A, Compassvale Road, Sengkang, Northeast, 541257, Singapore",
1.3973098,103.9037434,242941719,traffic_signals,"Punggol Road, Punggol, Northeast, 820136, Singapore",
1.3921199,103.8981406,3063316378,,"Compassvale Road, Sengkang, Northeast, 540248, Singapore",
